date,Quota A,Quota B,Quota C,Quota D,Quota E,Quota Premium A,Quota Premium B,Quota Premium C,Quota Premium D,Quota Premium E,Total Bids Received A,Total Bids Received B,Total Bids Received C,Total Bids Received D,Total Bids Received E,Number of Successful Bids A,Number of Successful Bids B,Number of Successful Bids C,Number of Successful Bids D,Number of Successful Bids E,Resident Households Average Per Pax,Resident Households Median Per Pax,Resident Employed Households Average Per Pax,Resident Employed Households Median Per Pax,Resident Households Average,Resident Households Median1/,Resident Employed Households Average,Resident Employed Households Median1/,MAS Core Inflation Measure (Index),GDP At Current Market Prices,  Goods Producing Industries,    Manufacturing,    Construction,    Utilities,    Other Goods Industries,  Services Producing Industries,    Wholesale & Retail Trade,    Transportation & Storage,    Accommodation & Food Services,    Information & Communications,    Finance & Insurance,"    Real Estate, Professional Services And Administrative & Support Services",    Other Services Industries,  Ownership Of Dwellings,  Gross Value Added At Basic Prices,  Add: Taxes On Products,Household Net Worth,  Assets,    Financial Assets,      Currency & Deposits,      Shares & Securities,        Listed Shares,        Unlisted Shares,        Unit Trusts & Investment Funds,      Life Insurance,      Central Provident Fund (CPF),      Pension Funds,    Residential Property Assets,      Public Housing,      Private Housing,  Liabilities,    Mortgage Loans,      Financial Institutions,      Housing & Development Board (HDB),    Personal Loans,      Motor Vehicle,      Credit/Charge Cards,      Others,Close/Last,Personal Disposable Income (Million Dollars),Personal Saving (Million Dollars),Personal Saving Rate (Per Cent),Rail Length (Kilometres),  Mass Rapid Transit (MRT) (Kilometres),  Light Rail Transit (LRT) (Kilometres),MRT km Operated (Thousand Train-Kilometres),LRT km Operated (Thousand Car-Kilometres),Average Daily Ridership - MRT (Thousand Passenger-Trips),Average Daily Ridership - LRT (Thousand Passenger-Trips),Average Daily Ridership - Bus (Thousand Passenger-Trips),Average Daily Trip - Point-To-Point (P2P) Transport (Taxis And Private Hire Cars) (Thousand Daily-Trips),Bus,LRT,MRT
2002-04-01,1110,558,506,839,682,37201,39509,23001,540,41001,2484,1119,795,1319,1797,1092,551,506,835,631,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.72,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-04-15,1149,553,506,838,754,36000,42101,24001,409,42043,1890,1104,813,1084,1407,1148,553,490,837,753,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.72,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-05-01,1128,560,506,836,960,35000,40001,24801,402,40001,1705,1043,900,976,1880,1127,518,472,793,930,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.935,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-05-15,1111,552,522,833,910,33401,38001,24002,283,38399,1320,894,815,1044,1835,1080,541,508,831,877,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.935,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-06-01,1111,595,540,875,939,33009,33001,22804,109,34397,1382,885,800,1010,1777,1105,569,540,866,938,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.938,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-06-15,1141,563,519,834,942,30281,32499,20434,96,32511,1382,888,727,995,1825,1133,554,519,833,940,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.938,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,542420.7,695145.6,346101.9,121129.6,73060.7,20825.6,40526.5,11708.6,44546.7,94822.0,12542.9,349043.7,189650.4,159393.3,152724.9,110506.7,47026.5,63480.2,42218.2,14109.2,3034.7,25074.4,,20469.0,1353.8,6.6,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-07-01,1116,579,506,841,910,31407,31583,17501,57,32356,1890,946,749,1035,1549,1108,577,504,835,903,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.036,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-07-15,1118,561,505,833,910,30797,30008,16889,101,30501,1647,850,682,1059,1242,1118,553,501,822,904,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.036,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-08-01,1118,555,508,838,916,30289,31889,16501,116,31899,1640,1149,719,920,1370,1115,555,504,836,899,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.973,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-08-15,1110,560,509,843,914,31289,32001,16409,81,32001,1480,873,702,918,1386,1100,543,509,837,886,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.973,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-09-01,1113,553,510,834,926,30501,31617,16403,52,31493,1337,715,671,996,1321,1108,553,508,827,918,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.009,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-09-15,1120,569,505,838,936,28409,28009,16409,21,29499,1286,756,615,872,1438,1118,569,487,838,934,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.009,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,555078.4,708778.7,349804.6,120680.9,75510.7,22668.0,40566.8,12275.9,45313.3,95674.9,12624.7,358974.1,197766.9,161207.2,153700.3,111029.2,47060.9,63968.3,42671.1,14248.3,3096.6,25326.2,,21446.2,2398.4,11.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-10-01,1115,553,508,839,917,31334,31795,17581,36,30989,1889,917,682,1061,1501,1101,553,508,731,911,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.983,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-10-15,1112,552,523,832,910,30758,30811,16819,22,30801,1624,850,651,907,1377,1110,551,517,829,905,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,74.983,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-11-01,1346,663,571,940,1097,29113,27667,14995,10,27999,1724,866,709,1004,1663,1346,663,570,938,1083,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.219,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-11-15,1334,663,576,835,1095,29008,28001,13789,1,28005,1942,879,736,676,1445,1328,597,567,676,1094,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.219,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-12-01,1332,663,572,834,1105,28501,27289,12552,3,28487,1851,822,773,853,1477,1322,619,566,826,1101,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.292,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2002-12-15,1338,728,579,991,1091,26993,23890,10001,1,27119,1546,977,682,734,1501,1337,728,544,734,1082,1713.0,1189.0,1883.0,1320.0,5667.0,4096.0,6229.0,4590.0,75.292,165698.1,51062.7,40989.8,6685.5,3269.7,117.7,100299.7,22246.0,14135.5,3694.8,6627.3,16690.6,18101.3,18804.2,5708.9,157071.3,8626.8,557599.4,712802.8,352908.6,120394.5,75573.5,22479.1,40583.5,12510.8,47513.2,96720.9,12706.6,359894.2,197766.9,162127.3,155203.4,112346.5,47936.7,64409.8,42857.0,14331.3,3416.6,25109.0,,23879.2,4584.4,19.2,97.2,89.4,7.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,3197000.0,39000.0,1081000.0
2003-01-01,1342,707,577,840,1094,28489,29099,13101,1,29001,2153,1128,1017,795,1645,1335,707,566,795,1094,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.552,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-01-15,1333,662,605,1088,1099,26499,25028,11910,1,27416,1651,919,814,868,1515,1325,661,605,868,1099,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.552,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-02-01,1339,663,582,877,1090,31003,33657,12586,1,33901,2405,1342,864,408,1906,1339,656,578,408,1090,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.321,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-02-15,1340,663,570,1051,1090,29999,30699,11201,1,30100,2251,1148,786,834,1517,1335,659,570,834,1084,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.321,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-03-01,1332,670,575,1301,1090,28308,27999,11208,1,27000,1990,965,742,904,1523,1329,663,574,904,1031,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.472,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-03-15,1337,666,570,1048,1096,26999,26001,10509,1,25501,1923,944,662,644,1676,1333,640,566,644,1085,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.472,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,563746.1,721841.6,359575.1,122259.2,76735.6,22099.4,40567.0,14069.2,48904.8,98935.1,12740.5,362266.5,200420.2,161846.3,158095.5,112716.3,48486.0,64230.3,45379.2,14286.5,3177.6,27915.1,,22706.7,3377.8,14.9,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-04-01,1473,919,603,954,946,27497,26601,11122,136,27501,2816,1790,719,1521,1535,1464,917,603,950,942,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.833,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-04-15,1474,938,605,960,898,28054,27058,11113,202,28109,2728,1762,684,1411,1471,1473,935,591,943,897,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.833,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-05-01,1479,914,602,561,891,29299,28589,10889,233,29538,3284,1788,781,671,1320,1479,913,595,530,891,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.31,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-05-15,1471,915,615,573,888,31095,31400,10710,351,31800,2621,1592,721,791,1478,1463,913,615,553,885,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.31,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-06-01,1470,913,609,588,887,31799,31501,10899,452,32597,2388,1448,734,932,1417,1469,908,608,494,876,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.001,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-06-15,1478,914,601,576,890,31440,31505,11301,502,32000,2267,1281,724,773,1328,1471,908,584,564,879,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.001,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,581129.0,740564.0,373813.3,124020.0,85353.9,26995.4,40527.1,17831.5,51104.4,100574.6,12760.4,366750.6,204706.1,162044.5,159435.0,113313.2,50326.8,62986.4,46121.8,14366.6,3318.6,28436.6,,20725.4,2284.5,11.0,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-07-01,1471,917,602,651,898,32079,32779,11995,503,32799,2341,1359,761,858,1379,1462,917,598,612,893,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.6,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,596492.7,757341.4,389293.6,125805.9,95268.1,33187.2,40487.2,21593.7,53040.1,102371.2,12808.3,368047.9,205093.5,162954.4,160848.8,114352.2,52464.6,61887.6,46496.6,14402.0,3353.3,28741.2,,21226.6,1747.9,8.2,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-07-15,1477,918,618,568,898,31501,31889,12089,404,32593,1881,1209,782,764,1337,1470,885,614,565,891,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.6,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,596492.7,757341.4,389293.6,125805.9,95268.1,33187.2,40487.2,21593.7,53040.1,102371.2,12808.3,368047.9,205093.5,162954.4,160848.8,114352.2,52464.6,61887.6,46496.6,14402.0,3353.3,28741.2,,21226.6,1747.9,8.2,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-08-01,1479,912,605,596,892,30497,31001,12000,405,31889,1828,1159,719,815,1401,1470,905,601,486,888,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.719,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,596492.7,757341.4,389293.6,125805.9,95268.1,33187.2,40487.2,21593.7,53040.1,102371.2,12808.3,368047.9,205093.5,162954.4,160848.8,114352.2,52464.6,61887.6,46496.6,14402.0,3353.3,28741.2,,21226.6,1747.9,8.2,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-08-15,1477,945,605,559,894,30989,29900,10999,369,30099,1773,1171,736,674,1312,1474,942,599,552,892,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.719,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,596492.7,757341.4,389293.6,125805.9,95268.1,33187.2,40487.2,21593.7,53040.1,102371.2,12808.3,368047.9,205093.5,162954.4,160848.8,114352.2,52464.6,61887.6,46496.6,14402.0,3353.3,28741.2,,21226.6,1747.9,8.2,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
2003-09-01,1479,919,605,667,891,25011,28001,9981,302,29000,1611,1163,771,899,1358,1476,901,605,554,877,1724.0,1187.0,1909.0,1335.0,5670.0,4071.0,6276.0,4612.0,75.872,170117.9,51521.8,42130.4,6025.6,3261.8,104.0,103487.5,22833.1,16035.1,3474.1,7086.9,16886.9,18222.3,18949.1,5981.2,160990.5,9127.4,596492.7,757341.4,389293.6,125805.9,95268.1,33187.2,40487.2,21593.7,53040.1,102371.2,12808.3,368047.9,205093.5,162954.4,160848.8,114352.2,52464.6,61887.6,46496.6,14402.0,3353.3,28741.2,,21226.6,1747.9,8.2,127.9,109.4,18.5,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2992000.0,50000.0,1171000.0
