date,Quota A,Quota B,Quota C,Quota D,Quota E,Quota Premium A,Quota Premium B,Quota Premium C,Quota Premium D,Quota Premium E,Total Bids Received A,Total Bids Received B,Total Bids Received C,Total Bids Received D,Total Bids Received E,Number of Successful Bids A,Number of Successful Bids B,Number of Successful Bids C,Number of Successful Bids D,Number of Successful Bids E,Resident Households Average Per Pax,Resident Households Median Per Pax,Resident Employed Households Average Per Pax,Resident Employed Households Median Per Pax,Resident Households Average,Resident Households Median1/,Resident Employed Households Average,Resident Employed Households Median1/,MAS Core Inflation Measure (Index),GDP At Current Market Prices,  Goods Producing Industries,    Manufacturing,    Construction,    Utilities,    Other Goods Industries,  Services Producing Industries,    Wholesale & Retail Trade,    Transportation & Storage,    Accommodation & Food Services,    Information & Communications,    Finance & Insurance,"    Real Estate, Professional Services And Administrative & Support Services",    Other Services Industries,  Ownership Of Dwellings,  Gross Value Added At Basic Prices,  Add: Taxes On Products,Household Net Worth,  Assets,    Financial Assets,      Currency & Deposits,      Shares & Securities,        Listed Shares,        Unlisted Shares,        Unit Trusts & Investment Funds,      Life Insurance,      Central Provident Fund (CPF),      Pension Funds,    Residential Property Assets,      Public Housing,      Private Housing,  Liabilities,    Mortgage Loans,      Financial Institutions,      Housing & Development Board (HDB),    Personal Loans,      Motor Vehicle,      Credit/Charge Cards,      Others,Close/Last,Personal Disposable Income (Million Dollars),Personal Saving (Million Dollars),Personal Saving Rate (Per Cent),Rail Length (Kilometres),  Mass Rapid Transit (MRT) (Kilometres),  Light Rail Transit (LRT) (Kilometres),MRT km Operated (Thousand Train-Kilometres),LRT km Operated (Thousand Car-Kilometres),Average Daily Ridership - MRT (Thousand Passenger-Trips),Average Daily Ridership - LRT (Thousand Passenger-Trips),Average Daily Ridership - Bus (Thousand Passenger-Trips),Average Daily Trip - Point-To-Point (P2P) Transport (Taxis And Private Hire Cars) (Thousand Daily-Trips),Bus,LRT,MRT
2005-06-01,2201,1113,589,609,1151,17481,16002,6450,699,18200,2873,1346,712,775,1654,2174,1099,587,607,1134,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,77.569,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,669494.9,834980.5,461595.7,141292.0,116789.0,41319.8,42937.5,32531.7,73279.7,117239.8,12995.1,373384.8,196117.8,177267.0,165485.5,119056.1,63246.2,55809.9,46429.4,15594.9,3686.2,27148.4,,24118.2,3190.8,13.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-06-15,2196,1113,593,506,1152,17289,15001,6101,701,17999,2636,1299,680,765,1538,2186,1099,585,496,1108,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,77.569,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,669494.9,834980.5,461595.7,141292.0,116789.0,41319.8,42937.5,32531.7,73279.7,117239.8,12995.1,373384.8,196117.8,177267.0,165485.5,119056.1,63246.2,55809.9,46429.4,15594.9,3686.2,27148.4,,24118.2,3190.8,13.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-07-01,2220,1114,590,508,1155,16112,15501,6524,752,17199,2445,1374,691,602,1534,2218,1102,590,475,1139,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,77.996,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-07-15,2203,1114,596,516,1181,16500,16501,6501,652,17199,2758,1414,715,666,1561,2197,1113,585,432,1119,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,77.996,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-08-01,2195,1112,588,539,1154,16502,15889,6500,673,16999,2843,1318,723,765,1653,2194,1103,588,486,1137,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.242,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-08-15,2199,1101,598,590,1199,16101,16303,6420,652,16296,2421,1412,698,731,1575,2190,1093,598,541,1197,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.242,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-09-01,2194,1109,588,559,1155,16461,16889,7101,656,16699,2854,1484,719,715,1558,2194,1086,560,552,1133,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.289,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-09-15,2202,1108,587,555,1139,15309,14808,7264,590,15699,2428,1270,679,778,1433,2179,1106,587,553,1092,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.289,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,687033.4,853271.2,473088.9,145082.2,121094.1,44388.9,40926.6,35778.6,75064.9,118757.1,13090.6,380182.3,199129.5,181052.8,166237.8,119218.8,63827.8,55391.0,47019.0,15769.4,3712.2,27537.3,,25266.2,4409.8,17.5,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-10-01,2785,1288,616,513,1417,11991,11002,7334,551,12000,3188,1485,741,627,1706,2784,1288,616,513,1352,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.719,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-10-15,2808,1267,587,508,1441,14501,14101,7911,571,14503,5927,2046,730,640,2115,2759,1250,587,507,1427,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.719,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-11-01,2786,1265,588,506,1460,14700,14751,8889,602,14801,5624,2086,872,585,1905,2779,1263,582,478,1441,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.887,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-11-15,2834,1282,587,507,1408,14001,14897,8711,579,14505,4781,1692,717,653,2002,2761,1276,587,503,1408,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.887,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-12-01,2792,1267,594,534,1414,13700,13301,8501,554,14200,4171,1499,694,671,2112,2790,1255,575,527,1406,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.95,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2005-12-15,2858,1271,587,510,1394,12081,9001,5010,552,13302,3309,1386,672,569,1927,2858,1261,579,485,1386,1812.0,1235.0,2013.0,1392.0,5934.0,4270.0,6593.0,4831.0,78.95,212723.0,66928.4,57598.5,6010.7,3202.1,117.1,129980.6,34655.5,20698.4,3980.7,8132.6,19680.3,22014.8,20818.3,6317.8,203226.8,9496.2,697405.3,863849.2,479638.8,147862.4,121948.0,44730.8,40093.6,37123.5,76572.1,120070.3,13186.0,384210.4,199916.6,184293.8,166443.9,119815.4,64859.1,54956.3,46628.5,15703.6,4029.1,26895.8,,28914.6,6992.8,24.2,138.2,109.4,28.8,18025.0,3303.0,1321.0,69.0,2779.0,755.0,2779000.0,69000.0,1321000.0
2006-01-01,2787,1277,607,513,1403,10602,11602,5889,479,11701,3076,1876,676,575,1859,2778,1277,602,511,1401,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.38,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-01-15,2785,1275,595,531,1402,8009,9603,6302,401,9801,3213,1483,826,664,1655,2783,1266,594,530,1399,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.38,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-02-01,2794,1265,593,508,1397,10284,9501,7296,452,9275,5517,1726,841,644,1785,2787,1262,585,499,1397,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.23,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-02-15,2787,1274,588,507,1397,10103,10489,8313,495,10400,5030,1866,759,599,2080,2779,1271,585,505,1396,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.23,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-03-01,2792,1268,596,515,1395,11199,12555,8430,609,12697,5001,1926,749,697,2102,2786,1268,588,489,1387,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.217,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-03-15,2792,1267,590,508,1395,11904,13556,8600,789,13689,4381,1830,748,804,2000,2784,1265,564,483,1394,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.217,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,717170.7,882823.9,492522.3,152817.4,126812.6,49241.9,39510.6,38060.1,77608.5,122058.3,13225.6,390301.6,201223.4,189078.2,165653.2,119572.6,65053.7,54518.9,46080.6,15605.2,3841.9,26633.4,,28886.7,6843.7,23.7,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-04-01,2222,1084,571,514,1119,11901,13402,10059,851,13301,3183,1420,781,662,1657,2215,1079,566,513,1112,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.18,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-04-15,2225,1086,590,513,1112,11901,13101,11301,756,13000,2762,1299,784,709,1514,2220,1079,581,510,1047,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.18,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-05-01,2223,1089,568,489,1118,10003,11519,12101,802,12402,2426,1293,727,611,1475,2222,1077,564,489,1110,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.069,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-05-15,2222,1091,573,491,1176,10100,11801,11100,809,11717,2473,1337,710,563,1570,2222,1087,566,490,1176,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.069,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-06-01,2217,1096,567,488,1119,11202,12200,8657,1001,12000,2688,1426,672,707,1933,2217,1096,567,399,1083,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,78.956,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-06-15,2217,1088,571,489,1111,9301,11001,6308,1061,11002,2393,1256,893,608,1716,2213,1084,570,486,1095,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,78.956,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,726811.6,892152.0,495880.6,157889.5,124594.8,46170.7,38102.9,40321.1,77302.0,122890.9,13203.4,396271.4,203200.1,193071.3,165340.3,119072.6,65118.1,53954.5,46267.8,15723.2,4021.0,26523.6,,28501.3,6339.9,22.2,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-07-01,2216,1084,563,577,1147,10201,10801,5951,900,10803,2867,1240,816,804,1678,2210,1084,555,560,1142,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.347,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-07-15,2221,1089,565,491,1127,10803,10600,5501,881,11101,2776,1332,815,606,1718,2213,1089,503,489,1126,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.347,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-08-01,2222,1084,571,505,1116,11901,12501,9001,1057,12699,3333,1365,775,683,1669,2215,1064,568,501,1114,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.468,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-08-15,2225,1085,626,490,1112,12989,13890,10806,902,13605,3398,1406,1165,552,1889,2219,1084,617,481,1108,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.468,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-09-01,2223,1104,566,492,1113,13003,14701,15201,902,15200,2878,1448,844,656,1911,2222,1101,555,474,1025,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.475,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-09-15,2223,1086,573,497,1115,13102,14399,14200,857,14900,2921,1440,1027,620,1871,2223,1086,417,496,1102,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.475,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,745092.1,910519.8,511100.6,165003.9,127706.9,48429.5,36695.3,42582.2,80637.2,124602.5,13150.0,399419.3,201623.3,197796.0,165427.8,119088.9,65727.2,53361.7,46338.9,15732.0,4073.4,26533.4,,27422.7,5225.9,19.1,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-10-01,2670,1272,519,465,1370,12001,12501,11203,1001,13000,2953,1496,900,761,2056,2644,1253,509,460,1292,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.778,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,769610.2,935631.3,527853.8,171559.1,132875.3,53244.4,36112.2,43518.7,84240.3,126082.4,13096.6,407777.5,203588.4,204189.1,166021.1,119199.5,66415.0,52784.5,46821.6,15740.6,4433.2,26647.8,,31654.1,8064.4,25.5,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-10-15,2669,1269,663,448,1295,10510,12989,2001,1102,12605,2761,1530,749,633,1976,2669,1269,630,412,1290,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,79.778,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,769610.2,935631.3,527853.8,171559.1,132875.3,53244.4,36112.2,43518.7,84240.3,126082.4,13096.6,407777.5,203588.4,204189.1,166021.1,119199.5,66415.0,52784.5,46821.6,15740.6,4433.2,26647.8,,31654.1,8064.4,25.5,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
2006-11-01,2695,1288,518,452,1360,12979,13811,3669,1201,14156,4013,1683,682,641,2122,2693,1288,515,411,1359,1936.0,1300.0,2127.0,1447.0,6181.0,4430.0,6792.0,4952.0,80.019,236158.8,73075.0,62766.3,6485.3,3708.0,115.4,146200.2,42056.0,20842.7,4303.2,8573.9,23508.5,24372.9,22543.0,7012.2,226287.4,9871.4,769610.2,935631.3,527853.8,171559.1,132875.3,53244.4,36112.2,43518.7,84240.3,126082.4,13096.6,407777.5,203588.4,204189.1,166021.1,119199.5,66415.0,52784.5,46821.6,15740.6,4433.2,26647.8,,31654.1,8064.4,25.5,147.7,118.9,28.8,18025.0,3303.0,1408.0,74.0,2833.0,755.0,2833000.0,74000.0,1408000.0
